N,P,K,pH,Rainfall(mm),Temperature(°C),Humidity(%),SoilType,Region,Season,Crop,SoilOrganicCarbon(%),Altitude(m),IrrigationAvailability,WindSpeed(km/h),SoilMoisture(%),WaterTableDepth(m),HistoricalYield(t/ha)
2,118,30,7.43,168.6,22.4,67.2,Clay,Maharashtra,Rabi,Barley,0.77,1694.0,No,5.7,18.4,25.0,9.77
116,31,156,4.85,235.8,20.8,76.5,Clay,Andhra Pradesh,Kharif,Maize,1.08,336.0,No,19.8,19.6,13.9,9.23
44,132,84,4.95,88.3,39.1,62.7,Silty,Andhra Pradesh,Zaid,Pulses,2.52,341.0,Yes,24.2,47.5,24.0,5.6
112,41,106,5.33,239.5,37.8,76.6,Clay,Gujarat,Kharif,Wheat,1.19,1391.0,No,23.9,30.4,29.0,2.19
139,144,32,7.93,271.5,31.5,46.3,Sandy,Tamil Nadu,Rabi,Maize,1.75,1375.0,Yes,29.7,18.4,28.3,5.58
13,77,199,8.15,298.5,34.5,79.6,Peaty,West Bengal,Kharif,Wheat,3.0,2378.0,Yes,13.7,8.8,20.7,1.98
80,144,18,7.6,181.3,35.2,42.9,Loamy,West Bengal,Rabi,Pulses,1.86,2918.0,Yes,1.8,31.9,10.8,3.17
1,106,193,6.51,173.3,24.6,52.9,Chalky,Tamil Nadu,Rabi,Rice,2.55,1685.0,No,7.0,40.8,11.9,7.63
68,54,40,7.71,237.8,31.5,80.6,Clay,Maharashtra,Zaid,Rice,1.58,284.0,No,2.7,20.3,7.6,3.94
24,137,133,6.46,188.3,27.5,51.9,Silty,Punjab,Zaid,Maize,1.46,2145.0,No,4.2,10.6,7.7,5.8
18,62,115,5.18,139.0,37.3,41.8,Loamy,Andhra Pradesh,Rabi,Cotton,2.25,225.0,No,16.6,23.0,18.9,8.22
44,123,157,6.66,208.8,21.8,54.5,Loamy,Punjab,Kharif,Rice,2.01,538.0,No,6.7,11.9,3.1,2.86
5,95,30,5.22,180.0,28.7,75.8,Chalky,Andhra Pradesh,Zaid,Cotton,2.87,933.0,Yes,12.4,28.0,28.4,9.05
57,102,50,5.84,221.8,39.5,62.8,Chalky,Gujarat,Zaid,Cotton,0.34,1830.0,Yes,12.7,48.1,23.2,7.97
47,6,82,5.12,123.0,34.0,58.3,Silty,Andhra Pradesh,Rabi,Jowar,2.12,146.0,No,7.3,37.5,17.6,4.74
139,38,66,5.15,216.2,26.1,70.6,Peaty,Gujarat,Zaid,Bajra,0.79,1506.0,No,18.4,22.4,22.9,1.89
76,44,66,4.83,59.3,36.8,72.4,Silty,West Bengal,Rabi,Sugarcane,0.38,2213.0,No,6.3,35.2,22.7,7.69
48,7,57,6.54,266.2,29.5,58.8,Loamy,Andhra Pradesh,Zaid,Wheat,1.2,2250.0,Yes,3.6,41.3,5.0,6.95
22,124,195,7.68,157.5,31.6,78.0,Silty,Maharashtra,Rabi,Jowar,1.56,1795.0,Yes,26.1,20.4,19.4,8.66
78,91,45,5.04,179.0,32.7,86.0,Sandy,Bihar,Rabi,Barley,2.77,830.0,Yes,11.5,44.4,17.3,8.22
56,52,50,6.13,182.7,32.7,61.8,Peaty,West Bengal,Kharif,Sugarcane,0.5,1662.0,No,22.7,48.8,17.2,4.2
47,85,103,7.76,261.2,21.3,42.1,Loamy,Bihar,Kharif,Maize,0.69,291.0,Yes,11.9,32.1,26.2,5.37
120,45,7,6.17,66.2,23.3,50.1,Sandy,West Bengal,Rabi,Barley,1.63,1264.0,Yes,11.5,45.1,23.2,1.08
6,61,145,5.52,52.5,20.9,68.1,Chalky,Maharashtra,Zaid,Pulses,2.2,431.0,No,1.8,15.4,28.4,7.58
11,118,120,6.2,164.4,38.9,42.9,Silty,Maharashtra,Zaid,Jowar,2.37,2308.0,Yes,13.2,31.7,8.1,2.81
99,95,96,4.84,104.1,37.5,60.9,Chalky,Andhra Pradesh,Zaid,Sugarcane,0.98,1234.0,Yes,3.1,38.9,14.3,9.63
33,136,51,6.15,178.5,24.0,44.6,Chalky,Punjab,Zaid,Sugarcane,0.66,313.0,No,3.4,47.8,6.7,3.3
121,40,19,6.08,73.7,30.9,53.8,Clay,Gujarat,Kharif,Bajra,2.04,2253.0,Yes,9.1,8.1,28.5,3.14
106,51,132,5.1,85.0,34.7,89.1,Silty,Maharashtra,Zaid,Maize,2.71,652.0,No,29.5,21.1,24.6,9.29
64,57,58,5.1,203.2,21.0,84.7,Clay,Tamil Nadu,Zaid,Jowar,1.41,2745.0,No,10.5,43.4,11.7,2.57
91,21,149,4.42,229.8,23.4,87.5,Silty,Tamil Nadu,Kharif,Barley,0.35,1595.0,Yes,24.0,11.4,16.1,5.8
109,107,74,6.81,258.7,33.4,52.8,Peaty,Punjab,Zaid,Bajra,2.08,568.0,Yes,27.1,20.1,24.3,3.72
74,113,42,6.14,70.7,26.1,56.4,Peaty,Andhra Pradesh,Zaid,Cotton,2.22,2285.0,Yes,18.4,23.2,12.2,6.09
14,70,89,8.32,219.0,24.5,87.6,Loamy,Punjab,Kharif,Sugarcane,1.76,387.0,Yes,6.6,14.6,4.6,8.51
137,42,46,5.36,281.8,31.9,49.9,Chalky,Bihar,Rabi,Rice,2.54,1133.0,No,0.0,39.3,18.7,1.48
134,54,144,7.05,74.8,35.7,47.1,Loamy,Punjab,Kharif,Barley,1.29,930.0,No,23.0,49.5,23.2,9.63
117,30,47,7.27,201.8,31.1,67.3,Peaty,Bihar,Kharif,Sugarcane,2.42,1413.0,No,14.7,39.4,12.3,5.96
64,99,162,8.03,154.8,22.2,89.7,Silty,Maharashtra,Rabi,Barley,1.98,1300.0,Yes,0.1,42.9,14.5,9.94
4,13,70,7.61,134.4,32.5,58.0,Loamy,Maharashtra,Zaid,Jowar,1.75,732.0,Yes,9.8,13.7,27.9,3.33
24,86,62,6.8,181.6,28.7,75.3,Loamy,Tamil Nadu,Kharif,Jowar,2.58,2453.0,No,22.7,49.8,25.4,2.07
31,85,145,5.79,120.1,25.8,40.4,Sandy,Maharashtra,Zaid,Pulses,0.22,1136.0,No,29.0,22.1,7.3,2.01
21,48,158,6.79,70.4,35.3,60.4,Sandy,Gujarat,Rabi,Pulses,2.96,2719.0,Yes,17.2,17.6,13.1,2.65
117,138,201,4.94,293.1,33.7,80.1,Clay,Gujarat,Zaid,Pulses,1.34,1872.0,Yes,15.7,30.3,13.4,3.61
76,32,149,5.77,79.3,35.2,61.1,Clay,West Bengal,Rabi,Wheat,1.16,2408.0,Yes,20.8,33.9,22.6,3.39
98,62,86,8.02,273.0,20.9,81.5,Loamy,West Bengal,Zaid,Wheat,2.79,658.0,Yes,17.6,42.6,9.9,7.88
80,112,43,7.71,128.4,32.5,71.9,Loamy,Bihar,Kharif,Barley,2.31,1640.0,No,15.1,10.6,10.3,2.72
79,11,27,5.21,163.7,20.8,72.0,Clay,West Bengal,Kharif,Bajra,1.49,2849.0,Yes,21.6,43.8,9.5,9.97
103,67,91,8.48,157.9,23.0,75.3,Peaty,Bihar,Rabi,Bajra,1.88,1530.0,Yes,25.1,36.8,23.5,1.7
100,80,140,7.51,216.4,22.6,73.1,Peaty,Maharashtra,Zaid,Maize,0.58,1563.0,Yes,11.6,44.0,18.3,3.5
77,45,31,7.61,51.8,32.9,89.5,Silty,Andhra Pradesh,Rabi,Maize,1.34,1856.0,Yes,7.5,33.3,24.5,3.57
30,125,123,6.29,60.2,30.8,54.5,Peaty,Bihar,Zaid,Bajra,1.85,99.0,No,28.4,36.6,3.0,4.06
33,92,90,6.97,116.5,22.0,41.2,Chalky,Punjab,Zaid,Wheat,1.48,2675.0,Yes,29.6,43.6,18.9,7.72
62,42,185,4.54,290.9,26.7,41.8,Chalky,Punjab,Kharif,Pulses,2.05,401.0,No,19.6,26.6,20.3,2.64
0,31,192,5.96,294.2,23.4,46.1,Silty,Andhra Pradesh,Kharif,Sugarcane,1.78,2141.0,No,16.8,49.9,22.4,2.94
100,74,6,7.1,113.8,26.6,46.6,Loamy,Maharashtra,Rabi,Jowar,1.47,1260.0,Yes,25.9,46.2,24.7,5.67
97,123,99,4.7,214.0,32.6,59.3,Chalky,Gujarat,Kharif,Sugarcane,0.82,2996.0,Yes,28.8,10.2,15.1,4.43
43,94,80,5.84,68.6,39.2,51.2,Sandy,West Bengal,Rabi,Bajra,2.77,642.0,No,24.2,19.3,29.5,7.9
124,19,55,5.33,128.0,36.7,55.1,Chalky,Punjab,Zaid,Bajra,0.94,445.0,Yes,22.4,23.5,23.3,6.38
49,45,98,8.48,196.8,33.5,66.6,Loamy,Maharashtra,Kharif,Cotton,0.54,1507.0,Yes,0.4,7.9,26.8,8.1
121,112,16,6.15,191.4,28.0,44.2,Peaty,Gujarat,Rabi,Wheat,2.75,2813.0,Yes,3.3,46.7,15.6,6.72
25,107,147,4.72,244.3,31.9,89.4,Peaty,Punjab,Zaid,Pulses,1.21,109.0,Yes,8.1,28.4,4.2,8.58
84,75,51,4.02,294.6,23.3,86.3,Chalky,Tamil Nadu,Kharif,Barley,2.75,1388.0,Yes,1.7,18.3,2.3,9.24
29,7,143,8.38,111.4,37.8,74.8,Peaty,Gujarat,Rabi,Pulses,0.55,2779.0,No,24.5,46.9,28.5,1.43
36,38,50,6.22,282.6,36.0,48.2,Loamy,West Bengal,Zaid,Maize,0.44,1475.0,Yes,6.2,33.4,1.8,2.07
113,90,204,6.8,253.5,24.5,43.4,Sandy,Bihar,Rabi,Rice,2.54,516.0,No,10.3,32.8,22.9,4.65
58,16,172,5.3,221.9,33.2,51.9,Loamy,Punjab,Zaid,Wheat,2.75,2063.0,Yes,14.2,20.4,12.9,3.27
69,79,100,4.27,76.6,29.2,42.3,Chalky,Maharashtra,Zaid,Sugarcane,2.4,285.0,No,18.8,43.0,23.8,7.45
132,65,22,6.1,108.2,35.9,82.5,Clay,West Bengal,Zaid,Pulses,2.41,2416.0,No,3.5,19.0,14.3,5.72
45,72,159,8.01,256.0,37.9,52.1,Peaty,Andhra Pradesh,Zaid,Wheat,1.11,2370.0,No,25.7,22.9,8.5,1.63
51,115,166,5.71,78.4,21.9,66.2,Sandy,Maharashtra,Zaid,Cotton,1.81,2142.0,Yes,15.2,26.8,19.0,8.76
107,77,10,7.55,50.9,22.6,49.2,Loamy,Tamil Nadu,Zaid,Sugarcane,2.25,2854.0,No,9.7,16.1,28.2,3.83
52,10,192,8.06,125.1,24.8,63.8,Loamy,Tamil Nadu,Kharif,Wheat,2.04,710.0,Yes,22.9,34.3,25.7,3.02
128,90,110,7.56,287.9,24.7,86.3,Sandy,Maharashtra,Rabi,Cotton,1.9,865.0,No,14.3,46.7,14.1,1.93
118,85,93,6.12,254.4,27.8,70.7,Peaty,Bihar,Zaid,Sugarcane,1.03,1632.0,No,1.0,45.4,28.5,3.3
36,26,153,5.34,139.8,37.8,79.3,Clay,Bihar,Kharif,Rice,2.82,1149.0,No,1.1,44.7,12.5,6.36
115,9,159,5.66,206.8,39.0,75.2,Loamy,West Bengal,Kharif,Jowar,0.92,2731.0,Yes,25.0,29.7,8.7,7.21
48,142,203,5.41,117.3,36.0,80.2,Silty,Maharashtra,Zaid,Barley,2.82,1381.0,Yes,3.5,32.2,10.5,8.52
12,34,78,5.33,130.0,31.2,67.1,Sandy,Gujarat,Zaid,Bajra,1.56,1706.0,No,18.7,6.4,11.2,2.15
3,93,174,5.21,111.7,31.2,52.6,Peaty,Bihar,Rabi,Bajra,0.41,1357.0,Yes,1.4,45.3,28.3,1.81
128,124,125,7.57,250.6,35.4,45.7,Chalky,Punjab,Zaid,Sugarcane,1.67,1561.0,Yes,20.5,20.2,13.8,1.79
4,130,14,8.1,196.5,36.3,56.9,Sandy,West Bengal,Zaid,Rice,1.26,1469.0,Yes,12.8,15.2,11.1,9.13
89,13,175,5.73,108.8,35.9,64.6,Silty,Punjab,Rabi,Maize,2.22,1698.0,No,29.4,15.9,27.2,2.1
46,58,109,5.7,272.4,40.0,66.0,Peaty,Punjab,Kharif,Jowar,2.26,1200.0,Yes,23.1,35.1,1.1,9.35
28,80,158,7.97,286.0,29.0,74.1,Chalky,Bihar,Zaid,Rice,2.16,839.0,Yes,4.4,34.0,18.7,5.03
122,48,191,5.11,107.0,21.9,40.3,Peaty,Gujarat,Zaid,Bajra,0.8,2242.0,Yes,5.6,8.3,24.2,6.37
87,138,138,7.75,188.6,27.9,85.9,Clay,Gujarat,Rabi,Pulses,1.64,1887.0,Yes,21.8,22.7,3.1,4.73
2,14,198,7.98,154.2,33.8,88.8,Sandy,Gujarat,Rabi,Rice,1.61,390.0,Yes,17.3,13.4,17.8,8.17
100,133,183,6.47,295.2,38.8,67.0,Loamy,Bihar,Kharif,Pulses,2.83,1809.0,No,12.3,31.7,10.2,9.62
20,125,124,5.02,74.3,24.8,52.7,Clay,Gujarat,Rabi,Jowar,2.63,1683.0,No,6.3,21.5,27.6,4.62
78,134,103,6.0,208.4,27.5,78.3,Chalky,Bihar,Kharif,Bajra,1.66,873.0,Yes,4.0,21.7,22.9,3.53
63,20,132,7.2,183.2,27.3,74.4,Sandy,Bihar,Kharif,Pulses,0.43,2965.0,Yes,26.7,14.0,27.0,4.42
16,19,33,7.45,105.7,27.6,83.4,Clay,Gujarat,Kharif,Rice,0.37,659.0,No,12.8,16.1,8.2,1.19
6,119,202,7.45,69.8,38.7,50.6,Chalky,Tamil Nadu,Zaid,Cotton,1.07,2708.0,Yes,4.5,24.1,4.2,7.03
45,122,197,5.82,195.6,37.2,68.5,Chalky,Andhra Pradesh,Rabi,Pulses,1.59,2634.0,Yes,4.9,39.5,20.7,8.09
45,45,72,5.96,226.6,24.6,74.2,Silty,Andhra Pradesh,Rabi,Jowar,2.86,1430.0,No,26.5,29.0,14.7,5.09
59,143,132,7.47,287.3,36.1,56.9,Loamy,Punjab,Zaid,Jowar,1.66,1630.0,Yes,11.3,25.8,18.4,2.09
124,20,153,7.33,55.3,26.2,76.4,Silty,Maharashtra,Rabi,Sugarcane,0.58,2700.0,No,20.5,37.3,25.2,7.02
65,124,145,5.44,116.2,33.7,49.2,Clay,Maharashtra,Zaid,Sugarcane,0.54,2894.0,Yes,14.7,17.1,1.4,5.43
67,63,197,4.43,263.6,30.9,59.1,Clay,Andhra Pradesh,Zaid,Barley,2.84,797.0,Yes,27.9,17.9,14.5,5.64
58,93,110,4.52,246.6,35.9,50.7,Peaty,West Bengal,Kharif,Bajra,2.66,1728.0,Yes,28.0,34.8,1.2,7.46
68,74,180,6.69,295.4,31.9,62.2,Silty,West Bengal,Zaid,Sugarcane,0.47,1171.0,No,17.9,46.8,27.4,1.27
62,20,64,7.49,93.6,36.6,71.5,Peaty,West Bengal,Kharif,Maize,1.69,1548.0,No,18.4,21.1,24.9,6.13
32,54,121,4.56,95.1,39.3,44.6,Chalky,West Bengal,Kharif,Maize,2.73,745.0,Yes,3.1,35.9,24.6,1.48
28,74,50,6.01,106.1,32.7,48.9,Peaty,Andhra Pradesh,Zaid,Jowar,1.75,1740.0,No,27.6,26.2,20.0,9.6
108,111,115,7.85,64.9,24.2,89.6,Silty,Gujarat,Rabi,Cotton,0.88,1902.0,Yes,8.7,31.4,24.6,2.84
35,81,189,6.62,251.3,37.5,85.9,Sandy,Tamil Nadu,Zaid,Pulses,2.74,1303.0,Yes,12.3,22.6,18.5,3.61
24,27,184,4.21,143.0,35.8,80.4,Sandy,Bihar,Rabi,Bajra,1.36,755.0,No,7.6,11.8,11.6,4.42
64,69,13,4.72,289.8,39.8,69.5,Silty,Maharashtra,Rabi,Pulses,0.28,653.0,No,23.8,25.0,2.8,2.6
12,49,39,4.21,98.5,32.3,79.6,Clay,Maharashtra,Zaid,Barley,1.99,2917.0,No,10.5,13.0,29.8,2.56
58,107,88,4.04,104.4,37.1,64.6,Clay,Maharashtra,Rabi,Bajra,2.04,1827.0,Yes,28.3,39.2,27.1,6.94
132,58,75,5.02,161.5,28.2,57.5,Loamy,Bihar,Zaid,Jowar,1.36,2214.0,No,25.0,36.3,9.1,5.89
16,116,76,7.51,174.7,25.0,44.1,Clay,West Bengal,Zaid,Wheat,0.91,715.0,No,10.7,34.0,4.9,2.56
2,129,60,6.93,162.7,24.3,82.2,Clay,West Bengal,Kharif,Maize,1.2,555.0,No,10.3,5.6,20.5,9.93
55,17,159,7.46,260.7,20.9,77.6,Silty,West Bengal,Rabi,Wheat,1.13,2954.0,No,6.7,39.3,21.5,7.32
21,137,68,5.48,237.5,39.1,75.3,Clay,Punjab,Zaid,Rice,2.97,2819.0,No,28.5,49.8,12.8,8.5
105,82,32,4.44,125.2,38.1,42.4,Peaty,Punjab,Zaid,Pulses,0.7,2170.0,Yes,18.3,41.5,18.5,7.83
111,134,22,7.58,288.3,23.8,66.4,Loamy,Andhra Pradesh,Zaid,Cotton,1.71,75.0,Yes,16.4,14.2,24.1,8.62
38,40,51,4.79,88.1,28.2,43.1,Sandy,Bihar,Zaid,Bajra,1.88,1474.0,No,10.5,31.3,29.1,3.56
117,17,127,7.18,71.4,26.1,44.2,Clay,Andhra Pradesh,Rabi,Wheat,0.53,668.0,Yes,15.5,34.7,14.4,9.55
112,64,99,8.25,79.3,32.0,73.2,Chalky,Gujarat,Rabi,Maize,0.36,86.0,Yes,14.3,28.5,23.1,8.03
54,14,116,4.12,99.0,34.6,76.2,Clay,Maharashtra,Kharif,Wheat,0.96,2681.0,Yes,6.5,13.4,17.7,1.86
74,99,129,8.49,201.2,30.6,88.3,Peaty,Maharashtra,Kharif,Maize,1.24,1286.0,Yes,24.4,41.8,15.0,4.88
130,128,15,7.24,162.3,34.1,59.6,Clay,Punjab,Zaid,Bajra,1.67,858.0,Yes,9.1,19.3,12.0,8.52
12,7,133,5.0,74.4,30.5,51.1,Sandy,West Bengal,Rabi,Wheat,0.4,2852.0,Yes,10.0,5.3,2.2,1.27
20,52,144,4.76,94.4,32.2,79.1,Loamy,Maharashtra,Kharif,Maize,2.81,2686.0,Yes,8.6,34.8,3.0,1.72
104,112,90,6.25,106.2,23.4,66.0,Clay,Gujarat,Kharif,Maize,1.5,1070.0,No,29.1,37.9,25.3,6.8
16,75,45,5.46,173.6,36.4,86.4,Clay,Bihar,Kharif,Rice,2.07,423.0,Yes,22.9,7.0,29.2,5.8
88,52,144,5.08,91.9,28.1,65.2,Sandy,Maharashtra,Rabi,Jowar,2.57,848.0,No,18.6,48.5,1.7,6.04
119,72,75,6.52,63.9,32.7,69.8,Chalky,Maharashtra,Zaid,Barley,1.93,154.0,Yes,20.8,32.3,11.5,5.11
122,68,141,7.45,209.9,30.1,48.9,Clay,Bihar,Kharif,Rice,1.75,2111.0,No,15.9,38.9,21.2,6.54
110,144,15,5.01,129.5,25.2,55.1,Sandy,Gujarat,Rabi,Barley,1.29,2499.0,No,8.4,7.5,5.1,3.93
33,133,71,4.55,72.2,20.9,65.2,Sandy,Punjab,Kharif,Cotton,2.28,1011.0,No,7.1,34.8,14.0,9.26
56,33,165,6.64,257.1,35.3,75.4,Peaty,Maharashtra,Zaid,Jowar,0.46,358.0,Yes,5.0,45.5,10.6,1.73
98,99,9,8.27,195.0,38.9,84.3,Sandy,Gujarat,Rabi,Pulses,0.68,2392.0,No,23.1,25.0,8.6,8.44
84,107,171,8.44,100.9,20.3,82.5,Peaty,Tamil Nadu,Zaid,Rice,1.21,177.0,No,27.8,32.2,13.0,4.19
75,89,53,7.19,282.4,27.6,58.1,Sandy,Punjab,Rabi,Maize,2.3,1971.0,No,8.5,13.8,24.4,5.21
98,83,40,5.15,113.0,25.9,64.3,Chalky,Tamil Nadu,Rabi,Bajra,0.72,2016.0,No,6.8,27.5,4.7,6.76
55,70,103,7.32,156.8,24.3,66.5,Sandy,Maharashtra,Zaid,Rice,2.01,459.0,Yes,24.0,22.1,9.3,1.9
28,20,90,7.72,62.7,37.3,51.4,Sandy,West Bengal,Kharif,Wheat,1.33,561.0,No,25.8,20.2,29.9,5.72
95,127,149,6.99,294.6,29.5,49.2,Silty,Maharashtra,Rabi,Maize,0.59,2614.0,No,9.8,10.4,29.6,1.63
83,73,87,4.58,72.4,27.4,79.1,Sandy,Gujarat,Zaid,Cotton,0.92,314.0,Yes,19.2,42.0,10.8,9.02
138,133,51,6.86,227.2,30.1,41.2,Clay,Maharashtra,Rabi,Wheat,1.62,593.0,Yes,28.5,9.3,26.6,5.99
44,77,13,6.74,54.9,20.9,51.6,Clay,West Bengal,Zaid,Cotton,1.0,709.0,Yes,0.1,25.9,5.6,2.94
115,70,60,6.53,60.8,22.1,52.2,Loamy,Andhra Pradesh,Kharif,Sugarcane,1.68,2792.0,Yes,19.7,6.2,22.0,3.89
47,103,86,4.07,188.0,37.0,64.3,Silty,West Bengal,Rabi,Wheat,1.34,2994.0,No,15.4,43.0,29.0,1.19
44,76,27,4.28,116.5,20.9,84.0,Chalky,Andhra Pradesh,Zaid,Rice,2.58,2503.0,No,24.1,22.8,21.9,6.98
46,68,73,8.29,109.8,25.2,66.8,Sandy,Andhra Pradesh,Zaid,Pulses,1.82,1432.0,No,8.0,34.2,23.5,5.04
77,122,123,5.53,147.0,24.5,57.6,Chalky,Bihar,Rabi,Bajra,2.56,825.0,Yes,27.3,22.5,21.1,1.86
81,82,160,4.94,296.7,25.0,79.9,Sandy,Tamil Nadu,Zaid,Sugarcane,2.44,1189.0,No,12.9,24.3,21.4,6.08
121,144,46,6.88,132.6,26.6,60.4,Clay,Andhra Pradesh,Rabi,Bajra,0.62,1689.0,No,14.5,6.6,16.7,4.98
7,56,177,4.85,271.9,26.6,88.9,Silty,Gujarat,Zaid,Barley,0.39,2567.0,No,15.0,26.9,6.6,5.56
29,35,146,8.08,169.1,28.9,75.5,Peaty,Punjab,Kharif,Wheat,2.29,233.0,No,10.3,5.7,3.7,6.34
136,5,120,5.0,107.7,36.7,85.8,Loamy,Andhra Pradesh,Rabi,Rice,2.0,2709.0,Yes,2.4,41.5,26.0,6.75
120,17,31,6.22,136.8,30.3,71.8,Chalky,Gujarat,Rabi,Jowar,1.37,2286.0,No,26.5,41.3,3.0,4.96
61,10,36,4.9,295.6,20.7,66.0,Loamy,Bihar,Zaid,Pulses,0.81,484.0,No,29.5,44.6,23.7,6.51
97,24,38,6.27,298.9,25.1,87.5,Silty,Maharashtra,Zaid,Cotton,2.54,2656.0,Yes,28.3,40.9,1.3,7.49
93,113,97,7.87,138.3,21.0,65.4,Sandy,West Bengal,Zaid,Cotton,1.99,2867.0,No,0.1,41.1,5.3,9.19
46,114,106,5.68,97.0,21.0,64.7,Clay,Maharashtra,Zaid,Maize,0.52,467.0,No,28.4,29.7,15.8,5.01
24,69,82,7.91,160.3,35.0,59.5,Loamy,Maharashtra,Rabi,Bajra,2.78,504.0,No,5.2,33.9,19.3,9.93
90,78,48,7.81,190.4,24.2,67.6,Chalky,Maharashtra,Zaid,Rice,0.92,234.0,Yes,18.1,22.7,24.9,3.84
137,136,8,4.57,245.5,20.7,72.4,Silty,Gujarat,Kharif,Cotton,2.09,888.0,No,14.0,6.1,26.6,1.44
62,94,160,8.49,164.9,28.5,69.3,Loamy,West Bengal,Zaid,Barley,1.7,1645.0,No,8.7,30.6,12.0,1.67
58,126,65,4.17,287.3,24.2,86.1,Silty,Tamil Nadu,Rabi,Barley,0.83,574.0,No,12.5,44.3,2.5,3.26
83,16,178,4.81,195.8,37.4,50.8,Clay,Maharashtra,Kharif,Sugarcane,2.54,2220.0,Yes,27.3,25.9,28.9,2.06
79,78,145,8.09,205.0,26.8,69.9,Loamy,Bihar,Rabi,Maize,2.97,2231.0,No,8.9,7.8,7.8,4.09
29,91,173,7.79,195.8,37.7,86.8,Loamy,Maharashtra,Rabi,Bajra,2.64,2968.0,Yes,10.1,12.0,10.7,9.77
125,54,13,4.38,151.5,33.9,48.1,Clay,Gujarat,Zaid,Barley,1.11,2604.0,No,9.3,17.7,3.9,6.84
78,125,107,7.04,115.1,38.5,44.1,Chalky,Andhra Pradesh,Kharif,Bajra,1.08,610.0,Yes,12.3,6.9,23.0,5.03
73,32,110,7.8,290.7,32.6,51.6,Clay,Andhra Pradesh,Kharif,Cotton,2.88,2423.0,Yes,26.2,22.6,27.3,6.93
139,23,89,8.43,286.7,23.0,70.5,Loamy,Maharashtra,Zaid,Sugarcane,0.9,2323.0,No,9.6,5.5,3.5,1.33
30,134,121,4.54,290.3,20.3,46.0,Silty,Bihar,Kharif,Jowar,0.53,2228.0,Yes,7.9,39.7,13.3,6.13
115,71,134,4.94,271.2,33.3,63.8,Loamy,Maharashtra,Zaid,Jowar,0.33,588.0,Yes,14.8,14.4,25.5,1.02
74,29,63,8.41,238.8,30.4,45.0,Clay,Bihar,Kharif,Wheat,1.31,1797.0,Yes,24.0,35.7,26.8,5.5
0,68,10,6.19,249.5,39.0,72.6,Silty,Gujarat,Zaid,Bajra,1.01,1562.0,Yes,12.0,38.2,18.5,6.09
116,26,56,4.28,167.2,20.1,85.2,Peaty,Maharashtra,Kharif,Rice,2.15,375.0,Yes,5.1,26.8,2.5,9.13
8,27,109,4.6,164.2,28.9,44.9,Sandy,Tamil Nadu,Rabi,Cotton,2.62,2607.0,No,17.7,25.3,18.9,4.32
39,136,116,5.86,237.8,23.8,55.8,Sandy,Gujarat,Zaid,Cotton,1.63,1796.0,Yes,11.8,39.6,14.2,2.1
119,87,197,7.97,141.7,29.9,80.0,Loamy,West Bengal,Kharif,Sugarcane,1.04,1067.0,No,11.5,41.8,10.7,5.35
55,11,183,6.82,104.6,27.2,41.2,Silty,Andhra Pradesh,Kharif,Cotton,1.64,2217.0,Yes,28.2,24.8,21.8,9.65
130,132,181,7.33,217.1,28.9,47.7,Clay,Bihar,Kharif,Barley,1.57,1197.0,Yes,26.6,10.7,16.4,9.85
66,134,125,4.59,221.4,29.4,79.4,Sandy,West Bengal,Rabi,Sugarcane,2.58,585.0,Yes,2.9,18.6,2.2,4.96
7,138,128,8.15,254.2,24.8,58.3,Loamy,Punjab,Kharif,Wheat,1.47,2766.0,No,10.3,18.6,9.0,1.79
56,109,86,5.24,151.0,22.7,78.9,Clay,Tamil Nadu,Rabi,Pulses,1.6,1441.0,No,28.2,38.5,11.8,4.94
101,55,149,5.27,185.9,29.2,71.2,Sandy,West Bengal,Kharif,Wheat,1.7,1324.0,Yes,16.5,28.3,2.8,4.62
110,5,173,4.76,218.2,37.4,67.9,Loamy,Punjab,Zaid,Rice,0.32,316.0,No,14.5,13.4,18.5,2.07
62,9,75,7.89,151.4,37.5,88.6,Loamy,Bihar,Zaid,Rice,1.71,525.0,Yes,0.9,39.6,4.3,3.3
49,81,36,5.45,205.0,39.5,79.7,Clay,Tamil Nadu,Zaid,Jowar,1.86,2005.0,Yes,0.6,31.8,23.9,9.13
49,110,125,5.17,138.2,39.2,52.0,Peaty,Maharashtra,Rabi,Sugarcane,0.51,156.0,Yes,3.7,35.7,29.3,9.99
59,138,123,5.13,268.7,35.7,64.5,Peaty,West Bengal,Kharif,Sugarcane,0.81,2251.0,Yes,10.6,14.2,9.0,7.06
22,11,144,7.92,264.4,38.8,52.4,Clay,Gujarat,Zaid,Maize,0.24,2676.0,Yes,18.0,11.9,17.4,5.61
27,15,196,5.84,81.3,33.3,76.9,Chalky,Punjab,Rabi,Pulses,2.32,790.0,Yes,6.4,47.3,6.4,7.22
20,138,131,5.06,134.9,21.5,45.7,Silty,Andhra Pradesh,Rabi,Pulses,2.57,2849.0,No,11.5,45.5,27.5,4.3
48,65,69,4.95,252.3,25.2,66.2,Sandy,Bihar,Zaid,Maize,2.73,1983.0,No,30.0,30.7,11.4,2.2
16,41,188,5.17,299.3,35.6,60.7,Chalky,Bihar,Rabi,Wheat,1.08,1745.0,No,6.0,32.7,16.0,6.01
105,121,72,7.78,158.2,31.2,74.2,Clay,West Bengal,Rabi,Jowar,2.32,2653.0,No,12.1,10.0,19.8,9.51
